Code_commune_INSEE;Nom_commune;Code_postal;Ligne_5;Libellé_d_acheminement;coordonnees_gps
14037;MALHERBE SUR AJON;14260;ST AGNAN LE MALHERBE;MALHERBE SUR AJON;49.0615972046,-0.567996392999
14046;BAVENT;14860;;BAVENT;49.2260268215,-0.182663216453
14060;BENOUVILLE;14970;;BENOUVILLE;49.2437018681,-0.287859699989
14061;SOULEUVRE EN BOCAGE;14260;MONTAMY;SOULEUVRE EN BOCAGE;48.9311056012,-0.829700488318
14061;SOULEUVRE EN BOCAGE;14350;LE BENY BOCAGE;SOULEUVRE EN BOCAGE;48.9311056012,-0.829700488318
14061;SOULEUVRE EN BOCAGE;14350;ST MARTIN DON;SOULEUVRE EN BOCAGE;48.9311056012,-0.829700488318
14063;BERNESQ;14710;;BERNESQ;49.2737716158,-0.931449567611
14064;BERNIERES D AILLY;14170;;BERNIERES D AILLY;48.9474636631,-0.102286178069
14077;BLANGY LE CHATEAU;14130;;BLANGY LE CHATEAU;49.246735105,0.283212958407
14079;BLONVILLE SUR MER;14910;;BLONVILLE SUR MER;49.322264685,0.0322391996049
14084;BONNEMAISON;14260;;BONNEMAISON;49.0036461584,-0.58574099643
14087;BONNOEIL;14700;;BONNOEIL;48.9225053811,-0.36568142159
14092;BOURGUEBUS;14540;;BOURGUEBUS;49.1159775311,-0.289489702409
14117;CABOURG;14390;;CABOURG;49.2834863414,-0.125512945279
14118;CAEN;14000;;CAEN;49.1847936737,-0.369801713036
14120;CAHAGNES;14240;;CAHAGNES;49.0671203242,-0.762793901462
14122;LA CAINE;14210;;LA CAINE;49.0352374243,-0.515765831706
14135;CARCAGNY;14740;;CARCAGNY;49.2391999485,-0.61396538716
14143;CAUMONT SUR AURE;14240;LIVRY;CAUMONT SUR AURE;49.0964311403,-0.812430741234
14147;CERNAY;14290;;CERNAY;49.0163802116,0.323907540392
14150;CESNY LES SOURCES;14220;ANGOVILLE;CESNY LES SOURCES;48.9853267914,-0.394469235831
14150;CESNY LES SOURCES;14220;CESNY BOIS HALBOUT;CESNY LES SOURCES;48.9853267914,-0.394469235831
14161;CLARBEC;14130;;CLARBEC;49.2411702401,0.134575376763
14174;CONDE EN NORMANDIE;14770;LA CHAPELLE ENGERBOLD;CONDE EN NORMANDIE;48.8496985115,-0.562504676497
14183;COSSESSEVILLE;14690;;COSSESSEVILLE;48.8946326135,-0.425187172224
14198;CRESSEVEUILLE;14430;;CRESSEVEUILLE;49.2387417598,0.0117533890211
14200;CREULLY SUR SEULLES;14480;CREULLY;CREULLY SUR SEULLES;49.2864524812,-0.543327621635
14202;CRICQUEBOEUF;14113;;CRICQUEBOEUF;49.3965340563,0.139094735146
14203;CRICQUEVILLE EN AUGE;14430;;CRICQUEVILLE EN AUGE;49.2371263261,-0.0732802659784
14204;CRICQUEVILLE EN BESSIN;14450;;CRICQUEVILLE EN BESSIN;49.3793344286,-1.00061282058
14205;CRISTOT;14250;;CRISTOT;49.1941809977,-0.570855686258
14207;CROISILLES;14220;;CROISILLES;49.0034155904,-0.452080807326
14216;DAMBLAINVILLE;14620;;DAMBLAINVILLE;48.9219313717,-0.126876878581
14218;DANESTAL;14430;;DANESTAL;49.2435804635,0.0329636078608
14223;LE DETROIT;14690;;LE DETROIT;48.8738596732,-0.345051519298
14232;DUCY STE MARGUERITE;14250;;DUCY STE MARGUERITE;49.2258240786,-0.611130880075
14239;ENGLESQUEVILLE LA PERCEE;14710;;ENGLESQUEVILLE LA PERCEE;49.3794043122,-0.951377407959
14240;EPANEY;14170;;EPANEY;48.9454875275,-0.159422504691
14242;EPRON;14610;;EPRON;49.2200299835,-0.364587830546
14252;ESTREES LA CAMPAGNE;14190;;ESTREES LA CAMPAGNE;49.0079918917,-0.243058159151
14256;ETREHAM;14400;;ETREHAM;49.3208069288,-0.793272480023
14269;FIERVILLE LES PARCS;14130;;FIERVILLE LES PARCS;49.2438838452,0.230712490551
14280;FORMENTIN;14340;;FORMENTIN;49.2030787417,0.135813686591
14283;FOURCHES;14620;;FOURCHES;48.8585273495,-0.0742432451781
14287;FRENOUVILLE;14630;;FRENOUVILLE;49.132745489,-0.249029686831
14297;GAVRUS;14210;;GAVRUS;49.1167295393,-0.507962422295
14298;GEFOSSE FONTENAY;14230;;GEFOSSE FONTENAY;49.3614124958,-1.0850580278
14300;GERROTS;14430;;GERROTS;49.1935491536,0.00245764968859
14301;GIBERVILLE;14730;;GIBERVILLE;49.1781576948,-0.285160708636
14303;GLOS;14100;;GLOS;49.1247880255,0.28133061061
14306;GONNEVILLE EN AUGE;14810;;GONNEVILLE EN AUGE;49.2592446922,-0.188358824575
14309;GOUVIX;14680;;GOUVIX;49.0365523786,-0.308971879429
14319;GRENTHEVILLE;14540;;GRENTHEVILLE;49.1460180153,-0.293578977625
14322;GUERON;14400;;GUERON;49.2476651518,-0.709843889765
14326;HERMIVAL LES VAUX;14100;;HERMIVAL LES VAUX;49.1662017057,0.291278344411
14333;HONFLEUR;14600;;HONFLEUR;49.4129449727,0.237579361279
14335;HOTOT EN AUGE;14430;LE HAM;HOTOT EN AUGE;49.1774252803,-0.076370337762
14338;HOULGATE;14510;;HOULGATE;49.2974071263,-0.0677562139709
14341;IFS;14123;;IFS;49.1405779091,-0.342694064356
14345;JORT;14170;;JORT;48.9733366542,-0.0728894346449
14346;JUAYE MONDAYE;14250;;JUAYE MONDAYE;49.2049289957,-0.690556905355
14347;DIALAN SUR CHAINE;14260;JURQUES;DIALAN SUR CHAINE;49.0211940681,-0.745768584372
14353;LANDES SUR AJON;14310;;LANDES SUR AJON;49.0764930266,-0.572022073855
14355;PONTS SUR SEULLES;14480;LANTHEUIL;PONTS SUR SEULLES;49.2671813698,-0.516107321362
14364;LINGEVRES;14250;;LINGEVRES;49.1732681991,-0.674509816697
14370;LE MOLAY LITTRY;14330;;LE MOLAY LITTRY;49.2344021109,-0.889241335163
14371;LIVAROT PAYS D AUGE;14140;LE MESNIL BACLEY;LIVAROT PAYS D AUGE;49.005159699,0.165980940625
14371;LIVAROT PAYS D AUGE;14140;LES AUTELS ST BAZILE;LIVAROT PAYS D AUGE;49.005159699,0.165980940625
14371;LIVAROT PAYS D AUGE;14140;NOTRE DAME DE COURSON;LIVAROT PAYS D AUGE;49.005159699,0.165980940625
14371;LIVAROT PAYS D AUGE;14140;ST MARTIN DU MESNIL OURY;LIVAROT PAYS D AUGE;49.005159699,0.165980940625
14371;LIVAROT PAYS D AUGE;14140;ST OUEN LE HOUX;LIVAROT PAYS D AUGE;49.005159699,0.165980940625
14371;LIVAROT PAYS D AUGE;14290;MEULLES;LIVAROT PAYS D AUGE;49.005159699,0.165980940625
14383;LOUVIGNY;14111;;LOUVIGNY;49.1552771224,-0.396704924192
14384;LUC SUR MER;14530;;LUC SUR MER;49.3085348418,-0.357463109618
14385;MAGNY EN BESSIN;14400;;MAGNY EN BESSIN;49.311643762,-0.666479750788
14389;MAISONCELLES PELVEY;14310;;MAISONCELLES PELVEY;49.059284458,-0.672639126991
14390;MAISONCELLES SUR AJON;14210;;MAISONCELLES SUR AJON;49.0595594153,-0.539963670501
14391;MAISONS;14400;;MAISONS;49.3161871346,-0.752920161833
14393;MAIZET;14210;;MAIZET;49.0754358384,-0.454171502367
14406;MOULINS EN BESSIN;14480;CULLY;MOULINS EN BESSIN;49.2486390509,-0.60137367329
14409;MERVILLE FRANCEVILLE PLAGE;14810;;MERVILLE FRANCEVILLE PLAGE;49.2723390059,-0.201985643028
14419;LE MESNIL EUDES;14100;;LE MESNIL EUDES;49.0931243426,0.174720146197
14431;MEZIDON VALLEE D AUGE;14140;COUPESARTE;MEZIDON VALLEE D AUGE;49.0784400196,-0.0740245515937
14431;MEZIDON VALLEE D AUGE;14140;LES AUTHIEUX PAPION;MEZIDON VALLEE D AUGE;49.0784400196,-0.0740245515937
14431;MEZIDON VALLEE D AUGE;14270;MAGNY LE FREULE;MEZIDON VALLEE D AUGE;49.0784400196,-0.0740245515937
14431;MEZIDON VALLEE D AUGE;14270;MONTEILLE;MEZIDON VALLEE D AUGE;49.0784400196,-0.0740245515937
14435;LES MONCEAUX;14100;;LES MONCEAUX;49.1107163291,0.130234447551
14439;MONFREVILLE;14230;;MONFREVILLE;49.3120766958,-1.03506679582
14448;MONTREUIL EN AUGE;14340;;MONTREUIL EN AUGE;49.1674447526,0.0706436457965
14449;MONTS EN BESSIN;14310;;MONTS EN BESSIN;49.121907033,-0.611431669802
14466;NOROLLES;14100;;NOROLLES;49.2032408439,0.236528733512
14475;VAL D ARRY;14210;NOYERS BOCAGE;VAL D ARRY;49.1241683725,-0.575352839603
14478;ORBEC;14290;;ORBEC;49.0236641773,0.384953822179
14484;OUILLY DU HOULEY;14590;;OUILLY DU HOULEY;49.1654776443,0.340440661375
14488;OUISTREHAM;14150;;OUISTREHAM;49.2745280107,-0.257718317859
14499;PETIVILLE;14390;;PETIVILLE;49.242349527,-0.168464037407
14500;PIERREFITTE EN AUGE;14130;;PIERREFITTE EN AUGE;49.254911944,0.200274296558
14504;LE PIN;14590;;LE PIN;49.2139284087,0.335606713114
14509;PLUMETOT;14440;;PLUMETOT;49.2775537071,-0.361463362906
14520;LE PRE D AUGE;14340;;LE PRE D AUGE;49.1496506404,0.145754077347
14527;BELLE VIE EN AUGE;14270;BIEVILLE QUETIEVILLE;BELLE VIE EN AUGE;49.116121463,-0.0357079622156
14538;CASTINE EN PLAINE;14540;ROCQUANCOURT;CASTINE EN PLAINE;49.0957571442,-0.317250308981
14538;CASTINE EN PLAINE;14540;TILLY LA CAMPAGNE;CASTINE EN PLAINE;49.0957571442,-0.317250308981
14540;ROCQUES;14100;;ROCQUES;49.1686946525,0.249417574053
14550;RUMESNIL;14340;;RUMESNIL;49.1862090569,0.0220779097884
14554;LE CASTELET;14540;ST AIGNAN DE CRAMESNIL;LE CASTELET;49.0816169321,-0.286022666698
14555;ST ANDRE D HEBERTOT;14130;;ST ANDRE D HEBERTOT;49.3032209038,0.291910061832
14562;ST AUBIN SUR MER;14750;;ST AUBIN SUR MER;49.3224328819,-0.39282763592
14569;STE CROIX SUR MER;14480;;STE CROIX SUR MER;49.316012626,-0.510000536108
14570;VALORBIQUET;14290;TORDOUET;VALORBIQUET;49.0508380133,0.301847275517
14576;VAL DE VIE;14140;ST GERMAIN DE MONTGOMMERY;VAL DE VIE;48.9587088015,0.163639221018
14579;SEULLINE;14260;ST GEORGES D AUNAY;SEULLINE;49.0267772033,-0.688629006888
14587;ST GERMAIN LA BLANCHE HERBE;14280;;ST GERMAIN LA BLANCHE HERBE;49.195598359,-0.421595824393
14591;AURE SUR MER;14710;RUSSY;AURE SUR MER;49.346789785,-0.810432609525
14602;ST LAMBERT;14570;;ST LAMBERT;48.9353175641,-0.537993649074
14607;ST LOUET SUR SEULLES;14310;;ST LOUET SUR SEULLES;49.0957495313,-0.67799363475
14610;ST MANVIEU NORREY;14740;;ST MANVIEU NORREY;49.1866187514,-0.500649105973
14620;ST MARTIN AUX CHARTRAINS;14130;;ST MARTIN AUX CHARTRAINS;49.308417965,0.15439735263
14621;ST MARTIN DE BIENFAITE LA CRESSONNIERE;14290;LA CRESSONNIERE;ST MARTIN BIENFAITE CRESSONNIERE;49.0328920711,0.352774402255
14622;ST MARTIN DE BLAGNY;14710;;ST MARTIN DE BLAGNY;49.2491230144,-0.942947269441
14635;ST OMER;14220;;ST OMER;48.9283510669,-0.443691657906
14639;ST OUEN LE PIN;14340;;ST OUEN LE PIN;49.1508388841,0.103659394584
14640;ST PAIR;14670;;ST PAIR;49.1655310694,-0.186716961556
14643;ST PAUL DU VERNAY;14490;;ST PAUL DU VERNAY;49.1967624116,-0.756637653868
14644;ST PHILBERT DES CHAMPS;14130;;ST PHILBERT DES CHAMPS;49.2119587487,0.275544774425
14646;ST PIERRE CANIVET;14700;;ST PIERRE CANIVET;48.9211270425,-0.230012764735
14650;ST PIERRE DU FRESNE;14260;;ST PIERRE DU FRESNE;49.0341253514,-0.765926909139
14654;ST PIERRE EN AUGE;14170;AMMEVILLE;ST PIERRE EN AUGE;49.0158504483,-0.0407749520168
14654;ST PIERRE EN AUGE;14170;BOISSEY;ST PIERRE EN AUGE;49.0158504483,-0.0407749520168
14654;ST PIERRE EN AUGE;14170;GRANDMESNIL;ST PIERRE EN AUGE;49.0158504483,-0.0407749520168
14654;ST PIERRE EN AUGE;14170;OUVILLE LA BIEN TOURNEE;ST PIERRE EN AUGE;49.0158504483,-0.0407749520168
14654;ST PIERRE EN AUGE;14170;ST MARTIN DE FRESNAY;ST PIERRE EN AUGE;49.0158504483,-0.0407749520168
14654;ST PIERRE EN AUGE;14170;VAUDELOGES;ST PIERRE EN AUGE;49.0158504483,-0.0407749520168
14656;ST REMY;14570;;ST REMY;48.9398642478,-0.49006634789
14657;ST SAMSON;14670;;ST SAMSON;49.1904929759,-0.15245429219
14658;NOUES DE SIENNE;14380;FONTENERMONT;NOUES DE SIENNE;48.8217597918,-1.04661139436
14658;NOUES DE SIENNE;14380;MESNIL CLINCHAMPS;NOUES DE SIENNE;48.8217597918,-1.04661139436
14660;ST VAAST EN AUGE;14640;;ST VAAST EN AUGE;49.2905834736,0.0023023759062
14661;ST VAAST SUR SEULLES;14250;;ST VAAST SUR SEULLES;49.136191031,-0.630172493075
14664;SALLEN;14240;;SALLEN;49.1169448411,-0.839881279889
14667;SAON;14330;;SAON;49.2713788041,-0.863001782916
14687;LE THEIL EN AUGE;14130;;LE THEIL EN AUGE;49.346810194,0.250984349315
14689;LE HOM;14220;CURCY SUR ORNE;LE HOM;48.9864514562,-0.485109067102
14705;TOURNIERES;14330;;TOURNIERES;49.2304665973,-0.937851101881
14711;TREVIERES;14710;;TREVIERES;49.2992384887,-0.916096268328
14712;TROARN;14670;;TROARN;49.191539378,-0.183683620831
14713;MONTILLIERES SUR ORNE;14210;TROIS MONTS;MONTILLIERES SUR ORNE;49.0488456416,-0.479036744908
14721;VACOGNES NEUILLY;14210;NEUILLY LE MALHERBE;VACOGNES NEUILLY;49.085434169,-0.534237961822
14726;VALDALLIERE;14350;MONTCHAMP;VALDALLIERE;48.8636010778,-0.658303472061
14726;VALDALLIERE;14410;RULLY;VALDALLIERE;48.8636010778,-0.658303472061
14726;VALDALLIERE;14410;VIESSOIX;VALDALLIERE;48.8636010778,-0.658303472061
14732;VAUX SUR AURE;14400;;VAUX SUR AURE;49.3070647663,-0.710057114678
14734;VENDES;14250;;VENDES;49.1420282533,-0.600989613075
14735;VENDEUVRE;14170;GRISY;VENDEUVRE;49.0067565786,-0.0828921340383
14740;LA VESPIERE FRIARDEL;14290;LA VESPIERE;LA VESPIERE FRIARDEL;49.0111903523,0.424749958219
14745;VIERVILLE SUR MER;14710;;VIERVILLE SUR MER;49.3669899516,-0.901543572922
14747;VIEUX;14930;;VIEUX;49.1128141033,-0.442946705773
14748;VIEUX BOURG;14130;;VIEUX BOURG;49.3128478491,0.245450743611
14751;VIGNATS;14700;;VIGNATS;48.8540077803,-0.102407702289
14762;VIRE NORMANDIE;14500;LA LANDE VAUMONT;VIRE NORMANDIE;48.8512498219,-0.889601911342
14762;VIRE NORMANDIE;14500;VAUDRY;VIRE NORMANDIE;48.8512498219,-0.889601911342
14762;VIRE NORMANDIE;14500;VIRE;VIRE NORMANDIE;48.8512498219,-0.889601911342
15003;ALLY;15700;;ALLY;45.1644412736,2.32569985798
15003;ALLY;15700;DRIGNAC;ALLY;45.1644412736,2.32569985798
15004;ANDELAT;15100;;ANDELAT;45.0699830319,3.05933407794
15010;ARCHES;15200;;ARCHES;45.2984854251,2.31775819342
15011;ARNAC;15150;;ARNAC;45.0633298258,2.22626708333
15022;BONNAC;15500;;BONNAC;45.2099376788,3.14660869619
15032;CELOUX;15500;;CELOUX;45.1381000206,3.2607636006
15040;CHANTERELLE;15190;;CHANTERELLE;45.3772414628,2.83331975255
15046;CHAUSSENAC;15700;;CHAUSSENAC;45.1764193419,2.27292726174
15064;ESCORAILLES;15700;;ESCORAILLES;45.1690574549,2.33215850964
15065;ESPINASSE;15110;;ESPINASSE;44.869517892,2.93031023884
15066;LE FALGOUX;15380;;LE FALGOUX;45.1449310681,2.6388267484
15067;LE FAU;15140;;LE FAU;45.1089339679,2.60020993092
15077;GOURDIEGES;15230;;GOURDIEGES;44.9465137217,2.88202644949
15081;JOU SOUS MONJOU;15800;;JOU SOUS MONJOU;44.9403094709,2.66250496336
15083;JUSSAC;15250;;JUSSAC;44.9952366348,2.41802314499
15089;LADINHAC;15120;;LADINHAC;44.767177873,2.50974723754
15092;LANOBRE;15270;;LANOBRE;45.4344225439,2.54974390079
15096;LASCELLE;15590;;LASCELLE MANDAILLES;45.0335568437,2.57470927987
15102;LAVIGERIE;15300;;LAVIGERIE;45.1256103713,2.732545
15108;VAL D ARCOMIE;15320;ST MARC;VAL D ARCOMIE;44.9384891268,3.20556437292
15110;LUGARDE;15190;;LUGARDE;45.2883942354,2.75838366165
15114;MARCENAT;15190;;MARCENAT;45.3162875719,2.85577542136
15118;MARMANHAC;15250;;MARMANHAC;45.0074931721,2.47840612613
15122;MAURS;15600;;MAURS;44.7119433423,2.17308591391
15127;MOLOMPIZE;15500;;MOLOMPIZE;45.2333599435,3.12615906672
15133;MONTMURAT;15600;;MONTMURAT;44.6310973852,2.2008554498
15141;NEUSSARGUES EN PINATELLE;15170;CELLES;NEUSSARGUES EN PINATELLE;45.1323703921,2.98529315948
15142;NEUVEGLISE SUR TRUYERE;15260;NEUVEGLISE;NEUVEGLISE SUR TRUYERE;44.9309902257,2.97942663368
15142;NEUVEGLISE SUR TRUYERE;15260;ORADOUR;NEUVEGLISE SUR TRUYERE;44.9309902257,2.97942663368
15146;PAILHEROLS;15800;;PAILHEROLS;44.9569851027,2.704502835
15153;PLEAUX;15700;LOUPIAC;PLEAUX;45.1304319566,2.24934594486
15155;PRADIERS;15160;;PRADIERS;45.2839972375,2.92137599236
15160;REILHAC;15250;;REILHAC;44.9700663332,2.42282064857
15170;ST AMANDIN;15190;;ST AMANDIN;45.3284028896,2.70800428863
15175;ST CERNIN;15310;;ST CERNIN;45.0531263429,2.42554577219
15178;ST CIRGUES DE JORDANNE;15590;;ST CIRGUES DE JORDANNE;45.0405601303,2.60513223834
15183;ST ETIENNE DE CARLAT;15130;;ST ETIENNE DE CARLAT;44.9128030117,2.58461670892
15205;ST PAUL DE SALERS;15140;;ST PAUL DE SALERS;45.1371845632,2.5580296522
15207;ST PONCY;15500;;ST PONCY;45.1594604904,3.19462037388
15209;ST REMY DE CHAUDES AIGUES;15110;;ST REMY DE CHAUDES AIGUES;44.7672253376,3.02660075086
15211;ST SANTIN CANTALES;15150;;ST SANTIN CANTALES;45.0207379963,2.23474554785
15214;ST SAURY;15290;;ST SAURY;44.8786965628,2.12428515169
15220;SALINS;15200;;SALINS;45.187761472,2.40079505751
15221;SANSAC DE MARMIESSE;15130;;SANSAC DE MARMIESSE;44.8902213985,2.34319236958
15225;SEGUR LES VILLAS;15300;;SEGUR LES VILLAS;45.2080545733,2.82298394403
15229;SOULAGES;15100;;SOULAGES;45.0897253064,3.26165456011
15231;TALIZAT;15170;;TALIZAT;45.1234934076,3.05334351272
15234;TEISSIERES LES BOULIES;15130;;TEISSIERES LES BOULIES;44.8209679734,2.53827855316
15238;TOURNEMIRE;15310;;TOURNEMIRE;45.0547955278,2.49043476858
15240;TREMOUILLE;15270;;TREMOUILLE;45.3852208463,2.67025702101
15248;VALUEJOLS;15300;;VALUEJOLS;45.0532332221,2.90711082999
15262;VILLEDIEU;15100;;VILLEDIEU;44.9971827746,3.05455428908
15263;VIRARGUES;15300;;VIRARGUES;45.1293117032,2.89843918349
15265;YDES;15210;;YDES;45.3433264058,2.44997355968
15268;LE ROUGET PERS;15290;LE ROUGET;LE ROUGET PERS;44.8574381373,2.23422151745
15268;LE ROUGET PERS;15290;PERS;LE ROUGET PERS;44.8574381373,2.23422151745
16002;LES ADJOTS;16700;;LES ADJOTS;46.0787550512,0.203143435799
16007;ALLOUE;16490;;ALLOUE;46.0204552645,0.5258351895
16024;AUSSAC VADALLE;16560;;AUSSAC VADALLE;45.8215780288,0.215598559823
16026;BALZAC;16430;;BALZAC;45.7127837956,0.134124616081
16029;BARDENAC;16210;;BARDENAC;45.3005902681,-0.0148493213262
16032;BASSAC;16120;;BASSAC;45.6649796502,-0.0991802061474
16034;BAZAC;16210;;BAZAC;45.2211222947,0.0368876406088
16037;BELLON;16210;;BELLON;45.3129742539,0.116774132043
16038;BENEST;16350;;BENEST;46.0386820793,0.452609537625
16040;BERNEUIL;16480;;BERNEUIL;45.3908685702,-0.0668741248054
16044;BIOUSSAC;16700;;BIOUSSAC;46.0307876172,0.270410745983
16053;BORS DE BAIGNES;16360;;BORS DE BAIGNES;45.3263203716,-0.199610560993
16057;BOUTEVILLE;16120;;BOUTEVILLE;45.6069622968,-0.127003754682
16058;BOUTIERS ST TROJAN;16100;;BOUTIERS ST TROJAN;45.711028287,-0.296886698875
16060;BREVILLE;16370;;BREVILLE;45.7891537145,-0.274845145483
16065;BRILLAC;16500;;BRILLAC;46.067503903,0.776760494264
16067;BUNZAC;16110;;BUNZAC;45.6993800816,0.344082378962
16093;CHAZELLES;16380;;CHAZELLES;45.6453528845,0.364874391871
16097;CHERVES RICHEMONT;16370;;CHERVES RICHEMONT;45.7450738873,-0.337808012724
16102;COGNAC;16100;;COGNAC;45.6962326551,-0.33507941815
16105;CONDEON;16360;;CONDEON;45.4011643618,-0.134853631146
16107;COULGENS;16560;;COULGENS;45.8134827231,0.277167790315
16121;DOUZAT;16290;;DOUZAT;45.7009983146,-0.00261844248273
16125;EDON;16320;;EDON;45.4885657865,0.351381025393
16132;ETAGNAC;16150;;ETAGNAC;45.8907561281,0.783276589997
16137;FEUILLADE;16380;;FEUILLADE;45.5930624108,0.467173536421
16148;GENAC BIGNAC;16170;BIGNAC;GENAC BIGNAC;45.8009500924,0.021470943172
16148;GENAC BIGNAC;16170;GENAC;GENAC BIGNAC;45.8009500924,0.021470943172
16153;MAINXE GONDEVILLE;16200;GONDEVILLE;MAINXE GONDEVILLE;45.6684412124,-0.155937890008
16155;LES GOURS;16140;;LES GOURS;45.9598718891,-0.0720164666624
16158;GRASSAC;16380;;GRASSAC;45.5812707814,0.399196198105
16161;GUIZENGEARD;16480;;GUIZENGEARD;45.3106179642,-0.123211363753
16162;GURAT;16320;;GURAT;45.4358693402,0.265230281525
16174;JULIENNE;16200;;JULIENNE;45.6903888196,-0.228857639974
16182;LESTERPS;16420;;LESTERPS;46.012245179,0.791766541587
16188;LE LINDOIS;16310;;LE LINDOIS;45.7508746711,0.590773518888
16192;TERRES DE HAUTE CHARENTE;16270;MAZIERES;TERRES DE HAUTE CHARENTE;45.9100102437,0.573121657498
16193;LOUZAC ST ANDRE;16100;;LOUZAC ST ANDRE;45.7237365822,-0.39737034952
16193;LOUZAC ST ANDRE;16100;ST ANDRE;LOUZAC ST ANDRE;45.7237365822,-0.39737034952
16206;MANSLE;16230;;MANSLE;45.8790882664,0.173859970412
16213;MAZEROLLES;16310;;MAZEROLLES;45.740251316,0.520413334007
16215;MEDILLAC;16210;;MEDILLAC;45.2160430243,0.0140572392305
16218;MESNAC;16370;;MESNAC;45.7758612161,-0.342140667062
16220;LES METAIRIES;16200;;LES METAIRIES;45.7072352152,-0.175701106278
16229;MONTJEAN;16240;;MONTJEAN;46.0796805588,0.109828994536
16230;MONTMOREAU;16190;ST AMANT DE MONTMOREAU;MONTMOREAU;45.4225777872,0.127349505692
16233;MOSNAC ST SIMEUX;16120;MOSNAC;MOSNAC ST SIMEUX;45.615285295,-0.0132218881439
16236;MOUTHIERS SUR BOEME;16440;;MOUTHIERS SUR BOEME;45.5576008503,0.122197442928
16242;NANTEUIL EN VALLEE;16700;AIZECQ;NANTEUIL EN VALLEE;46.0061029111,0.32369225522
16242;NANTEUIL EN VALLEE;16700;POUGNE;NANTEUIL EN VALLEE;46.0061029111,0.32369225522
16253;PAIZAY NAUDOUIN EMBOURIE;16240;;PAIZAY NAUDOUIN EMBOURIE;46.0339157698,0.00154860718916
16253;PAIZAY NAUDOUIN EMBOURIE;16240;EMBOURIE;PAIZAY NAUDOUIN EMBOURIE;46.0339157698,0.00154860718916
16254;PALLUAUD;16390;;PALLUAUD;45.348051923,0.242588912427
16255;PARZAC;16450;;PARZAC;45.9244427035,0.420746139781
16261;LES PINS;16260;;LES PINS;45.8124888516,0.36998318063
16263;PLASSAC ROUFFIAC;16250;;PLASSAC ROUFFIAC;45.5245837373,0.0763918850702
16271;PUYMOYEN;16400;;PUYMOYEN;45.6160185943,0.172580597742
16275;RANVILLE BREUILLAUD;16140;;RANVILLE BREUILLAUD;45.9094260001,-0.123952304555
16277;REPARSAC;16200;;REPARSAC;45.7367542144,-0.249443713353
16283;RONSENAC;16320;;RONSENAC;45.4565998165,0.238466664692
16287;ROULLET ST ESTEPHE;16440;;ROULLET ST ESTEPHE;45.5803788491,0.0313550273594
16289;ROUSSINES;16310;;ROUSSINES;45.7228708787,0.617688422221
16297;GRAVES ST AMANT;16120;;GRAVES ST AMANT;45.6383664934,-0.104970620109
16303;ST BONNET;16300;;ST BONNET;45.4739641055,-0.0892788794153
16307;ST CIERS SUR BONNIEURE;16230;;ST CIERS SUR BONNIEURE;45.8648580415,0.247717734132
16308;ST CLAUD;16450;;ST CLAUD;45.8982985604,0.471600426637
16312;ST CYBARDEAUX;16170;;ST CYBARDEAUX;45.7726989644,-0.0255477893935
16323;ST GERMAIN DE MONTBRON;16380;;ST GERMAIN DE MONTBRON;45.6336571325,0.413391881443
16330;ST LAURENT DE COGNAC;16100;;ST LAURENT DE COGNAC;45.6950500912,-0.394353792222
16334;ST MARTIAL;16190;;ST MARTIAL;45.3713184572,0.0580275903451
16339;VAL D AUGE;16170;ST MEDARD;VAL D AUGE;45.8511416602,-0.0872262855566
16340;ST MEME LES CARRIERES;16720;;ST MEME LES CARRIERES;45.6446845538,-0.142912340299
16355;ST SULPICE DE COGNAC;16370;;ST SULPICE DE COGNAC;45.7590478369,-0.409801090827
16358;ST YRIEIX SUR CHARENTE;16710;;ST YRIEIX SUR CHARENTE;45.6818416961,0.128271343194
16363;SAULGOND;16420;;SAULGOND;45.9563701497,0.786714506522
16366;SEGONZAC;16130;;SEGONZAC;45.6180187853,-0.215554491203
16368;SERS;16410;;SERS;45.5853962792,0.318693870271
16377;LA TACHE;16260;;LA TACHE;45.8701965185,0.362525662176
16383;TOURRIERS;16560;;TOURRIERS;45.7929702195,0.1939985026
16387;TRIAC LAUTRAIT;16200;;TRIAC LAUTRAIT;45.6828749184,-0.115750657737
16395;VAUX ROUILLAC;16170;;VAUX ROUILLAC;45.7417093777,-0.0897179678272
16396;VENTOUSE;16460;;VENTOUSE;45.9125661232,0.324665203428
16405;VIGNOLLES;16300;;VIGNOLLES;45.5067551698,-0.0973753032134
16412;VILLEJOUBERT;16560;;VILLEJOUBERT;45.8074616252,0.173120462313
16415;VINDELLE;16430;;VINDELLE;45.7209359116,0.107728857643
16425;YVRAC ET MALLEYRAND;16110;;YVRAC ET MALLEYRAND;45.7349799572,0.466227721983
17002;AGUDELLE;17500;;AGUDELLE;45.3822931603,-0.469634235538
17003;AIGREFEUILLE D AUNIS;17290;;AIGREFEUILLE D AUNIS;46.116506287,-0.944542003492
17005;ALLAS BOCAGE;17150;;ALLAS BOCAGE;45.3827600659,-0.497845683209
17008;ANDILLY;17230;;ANDILLY;46.2630044811,-1.01765756102
17008;ANDILLY;17230;SERIGNY;ANDILLY;46.2630044811,-1.01765756102
17011;ANNEPONT;17350;;ANNEPONT;45.8451541952,-0.606940524552
17015;ARCES;17120;;ARCES;45.5603861745,-0.873664735629
